SA2_Code,SA2_Name,varMedian_Income,SA4_Code,SA4_Name,Total_Population,Heart_Stroke_Vascular,Three_Chronic_Diseases_Or_More
215031404,Swan Hill,46178,215,North West,11045,6,11.6
215031405,Swan Hill Region,43983,215,North West,6371.1,6.6,11.7
216011406,Echuca,44986,216,Shepparton,14687.8,7.7,14
216011407,Kyabram,42832,216,Shepparton,10907.8,7.7,13.4
216011408,Lockington - Gunbower,42116,216,Shepparton,3883.6,6.4,11.5
216011409,Rochester,42188,216,Shepparton,3869.6,8.3,14.1
216011410,Rushworth,38359,216,Shepparton,4055.3,8.9,16
216021411,Cobram,43115,216,Shepparton,6367.9,7.8,15.9
216021412,Moira,40771,216,Shepparton,2650.5,7.1,13.5
216021413,Numurkah,39931,216,Shepparton,12412.9,6.7,13.7
216021414,Yarrawonga,40572,216,Shepparton,8030,8.1,17
216031415,Mooroopna,44321,216,Shepparton,8004.6,6.7,17.8
216031416,Shepparton - North,47629,216,Shepparton,18990.3,5.7,12.6
216031417,Shepparton - South,43183,216,Shepparton,23861.4,5.8,13
216031418,Shepparton Region - East,42574,216,Shepparton,3897.5,6.3,11.6
216031419,Shepparton Region - West,41983,216,Shepparton,10077.3,6.8,13.8
217011420,Glenelg (Vic.),42273,217,Warrnambool and South West,8681.3,6.9,12.6
217011421,Hamilton (Vic.),42871,217,Warrnambool and South West,9892.5,6.6,12.2
217011422,Portland,46812,217,Warrnambool and South West,10802.3,5.7,13.3
217011423,Southern Grampians,42664,217,Warrnambool and South West,6039.2,6.5,10.2
217031471,Camperdown,42348,217,Warrnambool and South West,3487.2,7.5,14
217031472,Colac,45879,217,Warrnambool and South West,12304,6,12.2
217031473,Colac Region,40060,217,Warrnambool and South West,5409.3,6.3,10.8
217031474,Corangamite - North,42284,217,Warrnambool and South West,5348.4,6.7,12.6
217031475,Corangamite - South,36852,217,Warrnambool and South West,7209.7,5.7,10.3
217031476,Otway,33929,217,Warrnambool and South West,3498.9,7.1,12.9
217041477,Moyne - East,44000,217,Warrnambool and South West,6667.4,5.3,10.4
217041478,Moyne - West,43136,217,Warrnambool and South West,9665.2,5.8,11.3
217041479,Warrnambool - North,46945,217,Warrnambool and South West,21756.6,5.4,11.2
217041480,Warrnambool - South,45726,217,Warrnambool and South West,12928.4,5.4,12.4
